,rider,stage_results_id,rank,team,points,Type
2870,Roelandts Jürgen,16,156,Lotto Soudal,0.0,Medium mountain stage
2871,Roelandts Jürgen,17,93,Lotto Soudal,0.0,High mountain stage
2872,Roelandts Jürgen,18,69,Lotto Soudal,0.0,High mountain stage
2873,Roelandts Jürgen,19,97,Lotto Soudal,0.0,Flat stage
2874,Roelandts Jürgen,20,116,Lotto Soudal,0.0,Individual time trial
2875,Roelandts Jürgen,21,15,Lotto Soudal,1.0,Flat stage
2876,Roglič Primož,1,65,Team LottoNL-Jumbo,0.0,Individual time trial
2877,Roglič Primož,2,121,Team LottoNL-Jumbo,0.0,Flat stage
2878,Roglič Primož,3,90,Team LottoNL-Jumbo,0.0,Medium mountain stage
2879,Roglič Primož,4,105,Team LottoNL-Jumbo,0.0,Flat stage
2880,Roglič Primož,5,47,Team LottoNL-Jumbo,0.0,Medium mountain stage
2881,Roglič Primož,6,133,Team LottoNL-Jumbo,0.0,Flat stage
2882,Roglič Primož,7,181,Team LottoNL-Jumbo,0.0,Flat stage
2883,Roglič Primož,8,122,Team LottoNL-Jumbo,0.0,Medium mountain stage
2884,Roglič Primož,9,19,Team LottoNL-Jumbo,0.0,High mountain stage
2885,Roglič Primož,10,162,Team LottoNL-Jumbo,0.0,Flat stage
2886,Roglič Primož,11,134,Team LottoNL-Jumbo,0.0,Flat stage
2887,Roglič Primož,12,42,Team LottoNL-Jumbo,0.0,High mountain stage
2888,Roglič Primož,13,29,Team LottoNL-Jumbo,0.0,High mountain stage
2889,Roglič Primož,14,141,Team LottoNL-Jumbo,0.0,Medium mountain stage
2890,Roglič Primož,15,4,Team LottoNL-Jumbo,40.0,Medium mountain stage
2891,Roglič Primož,16,165,Team LottoNL-Jumbo,0.0,Medium mountain stage
2892,Roglič Primož,17,1,Team LottoNL-Jumbo,100.0,High mountain stage
2893,Roglič Primož,18,114,Team LottoNL-Jumbo,0.0,High mountain stage
2894,Roglič Primož,19,156,Team LottoNL-Jumbo,0.0,Flat stage
2895,Roglič Primož,20,14,Team LottoNL-Jumbo,2.0,Individual time trial
2896,Roglič Primož,21,163,Team LottoNL-Jumbo,0.0,Flat stage
2897,Rolland Pierre,1,124,Cannondale-Drapac Pro Cycling Team,0.0,Individual time trial
2898,Rolland Pierre,2,130,Cannondale-Drapac Pro Cycling Team,0.0,Flat stage
2899,Rolland Pierre,3,169,Cannondale-Drapac Pro Cycling Team,0.0,Medium mountain stage
2900,Rolland Pierre,4,175,Cannondale-Drapac Pro Cycling Team,0.0,Flat stage
2901,Rolland Pierre,5,37,Cannondale-Drapac Pro Cycling Team,0.0,Medium mountain stage
2902,Rolland Pierre,6,183,Cannondale-Drapac Pro Cycling Team,0.0,Flat stage
2903,Rolland Pierre,7,185,Cannondale-Drapac Pro Cycling Team,0.0,Flat stage
2904,Rolland Pierre,8,35,Cannondale-Drapac Pro Cycling Team,0.0,Medium mountain stage
2905,Rolland Pierre,9,36,Cannondale-Drapac Pro Cycling Team,0.0,High mountain stage
2906,Rolland Pierre,10,166,Cannondale-Drapac Pro Cycling Team,0.0,Flat stage
2907,Rolland Pierre,11,157,Cannondale-Drapac Pro Cycling Team,0.0,Flat stage
2908,Rolland Pierre,12,41,Cannondale-Drapac Pro Cycling Team,0.0,High mountain stage
2909,Rolland Pierre,13,162,Cannondale-Drapac Pro Cycling Team,0.0,High mountain stage
2910,Rolland Pierre,14,167,Cannondale-Drapac Pro Cycling Team,0.0,Medium mountain stage
2911,Rolland Pierre,15,49,Cannondale-Drapac Pro Cycling Team,0.0,Medium mountain stage
2912,Rolland Pierre,16,86,Cannondale-Drapac Pro Cycling Team,0.0,Medium mountain stage
2913,Rolland Pierre,17,163,Cannondale-Drapac Pro Cycling Team,0.0,High mountain stage
2914,Rolland Pierre,18,39,Cannondale-Drapac Pro Cycling Team,0.0,High mountain stage
2915,Rolland Pierre,19,43,Cannondale-Drapac Pro Cycling Team,0.0,Flat stage
2916,Rolland Pierre,20,146,Cannondale-Drapac Pro Cycling Team,0.0,Individual time trial
2917,Rolland Pierre,21,144,Cannondale-Drapac Pro Cycling Team,0.0,Flat stage
2918,Roosen Timo,1,26,Team LottoNL-Jumbo,0.0,Individual time trial
2919,Roosen Timo,2,83,Team LottoNL-Jumbo,0.0,Flat stage
2920,Roosen Timo,3,127,Team LottoNL-Jumbo,0.0,Medium mountain stage
2921,Roosen Timo,4,95,Team LottoNL-Jumbo,0.0,Flat stage
2922,Roosen Timo,5,114,Team LottoNL-Jumbo,0.0,Medium mountain stage
2923,Roosen Timo,6,149,Team LottoNL-Jumbo,0.0,Flat stage
2924,Roosen Timo,7,150,Team LottoNL-Jumbo,0.0,Flat stage
2925,Roosen Timo,8,181,Team LottoNL-Jumbo,0.0,Medium mountain stage
2926,Roosen Timo,9,113,Team LottoNL-Jumbo,0.0,High mountain stage
2927,Roosen Timo,10,105,Team LottoNL-Jumbo,0.0,Flat stage
2928,Roosen Timo,11,46,Team LottoNL-Jumbo,0.0,Flat stage
2929,Roosen Timo,12,107,Team LottoNL-Jumbo,0.0,High mountain stage
2930,Roosen Timo,13,124,Team LottoNL-Jumbo,0.0,High mountain stage
2931,Roosen Timo,14,105,Team LottoNL-Jumbo,0.0,Medium mountain stage
2932,Roosen Timo,15,140,Team LottoNL-Jumbo,0.0,Medium mountain stage
2933,Roosen Timo,16,144,Team LottoNL-Jumbo,0.0,Medium mountain stage
2934,Roosen Timo,17,150,Team LottoNL-Jumbo,0.0,High mountain stage
2935,Roosen Timo,18,59,Team LottoNL-Jumbo,0.0,High mountain stage
2936,Roosen Timo,19,DNF,Team LottoNL-Jumbo,0.0,Flat stage
2937,Rowe Luke,1,182,Team Sky,0.0,Individual time trial
2938,Rowe Luke,2,193,Team Sky,0.0,Flat stage
2939,Rowe Luke,3,166,Team Sky,0.0,Medium mountain stage
2940,Rowe Luke,4,188,Team Sky,0.0,Flat stage
2941,Rowe Luke,5,173,Team Sky,0.0,Medium mountain stage
2942,Rowe Luke,6,169,Team Sky,0.0,Flat stage
2943,Rowe Luke,7,39,Team Sky,0.0,Flat stage
2944,Rowe Luke,8,190,Team Sky,0.0,Medium mountain stage
2945,Rowe Luke,9,139,Team Sky,0.0,High mountain stage
2946,Rowe Luke,10,47,Team Sky,0.0,Flat stage
2947,Rowe Luke,11,154,Team Sky,0.0,Flat stage
2948,Rowe Luke,12,166,Team Sky,0.0,High mountain stage
2949,Rowe Luke,13,148,Team Sky,0.0,High mountain stage
2950,Rowe Luke,14,107,Team Sky,0.0,Medium mountain stage
2951,Rowe Luke,15,147,Team Sky,0.0,Medium mountain stage
2952,Rowe Luke,16,129,Team Sky,0.0,Medium mountain stage
2953,Rowe Luke,17,101,Team Sky,0.0,High mountain stage
2954,Rowe Luke,18,123,Team Sky,0.0,High mountain stage
2955,Rowe Luke,19,26,Team Sky,0.0,Flat stage
2956,Rowe Luke,20,101,Team Sky,0.0,Individual time trial
2957,Rowe Luke,21,104,Team Sky,0.0,Flat stage
2958,Sabatini Fabio,1,121,Quick-Step Floors,0.0,Individual time trial
2959,Sabatini Fabio,2,24,Quick-Step Floors,0.0,Flat stage
2960,Sabatini Fabio,3,115,Quick-Step Floors,0.0,Medium mountain stage
2961,Sabatini Fabio,4,170,Quick-Step Floors,0.0,Flat stage
2962,Sabatini Fabio,5,146,Quick-Step Floors,0.0,Medium mountain stage
2963,Sabatini Fabio,6,116,Quick-Step Floors,0.0,Flat stage
2964,Sabatini Fabio,7,116,Quick-Step Floors,0.0,Flat stage
2965,Sabatini Fabio,8,139,Quick-Step Floors,0.0,Medium mountain stage
2966,Sabatini Fabio,9,153,Quick-Step Floors,0.0,High mountain stage
2967,Sabatini Fabio,10,91,Quick-Step Floors,0.0,Flat stage
2968,Sabatini Fabio,11,21,Quick-Step Floors,0.0,Flat stage
2969,Sabatini Fabio,12,144,Quick-Step Floors,0.0,High mountain stage
2970,Sabatini Fabio,13,161,Quick-Step Floors,0.0,High mountain stage
2971,Sabatini Fabio,14,133,Quick-Step Floors,0.0,Medium mountain stage
2972,Sabatini Fabio,15,101,Quick-Step Floors,0.0,Medium mountain stage
2973,Sabatini Fabio,16,125,Quick-Step Floors,0.0,Medium mountain stage
2974,Sabatini Fabio,17,100,Quick-Step Floors,0.0,High mountain stage
2975,Sabatini Fabio,18,120,Quick-Step Floors,0.0,High mountain stage
2976,Sabatini Fabio,19,60,Quick-Step Floors,0.0,Flat stage
2977,Sabatini Fabio,20,97,Quick-Step Floors,0.0,Individual time trial
2978,Sabatini Fabio,21,89,Quick-Step Floors,0.0,Flat stage
2979,Sagan Juraj,1,161,BORA - hansgrohe,0.0,Individual time trial
2980,Sagan Juraj,2,91,BORA - hansgrohe,0.0,Flat stage
2981,Sagan Juraj,3,192,BORA - hansgrohe,0.0,Medium mountain stage
2982,Sagan Juraj,4,183,BORA - hansgrohe,0.0,Flat stage
2983,Sagan Juraj,5,169,BORA - hansgrohe,0.0,Medium mountain stage
2984,Sagan Juraj,6,54,BORA - hansgrohe,0.0,Flat stage
2985,Sagan Juraj,7,186,BORA - hansgrohe,0.0,Flat stage
2986,Sagan Juraj,8,193,BORA - hansgrohe,0.0,Medium mountain stage
2987,Sagan Juraj,9,OTL,BORA - hansgrohe,0.0,High mountain stage
2988,Sagan Peter,1,18,BORA - hansgrohe,0.0,Individual time trial
2989,Sagan Peter,2,10,BORA - hansgrohe,10.0,Flat stage
2990,Sagan Peter,3,1,BORA - hansgrohe,100.0,Medium mountain stage
2991,Sagan Peter,4,DSQ,BORA - hansgrohe,0.0,Flat stage
2992,Schär Michael,1,43,BMC Racing Team,0.0,Individual time trial
2993,Schär Michael,2,181,BMC Racing Team,0.0,Flat stage
2994,Schär Michael,3,144,BMC Racing Team,0.0,Medium mountain stage
2995,Schär Michael,4,30,BMC Racing Team,0.0,Flat stage
2996,Schär Michael,5,174,BMC Racing Team,0.0,Medium mountain stage
2997,Schär Michael,6,17,BMC Racing Team,0.0,Flat stage
2998,Schär Michael,7,118,BMC Racing Team,0.0,Flat stage
2999,Schär Michael,8,81,BMC Racing Team,0.0,Medium mountain stage
3000,Schär Michael,9,78,BMC Racing Team,0.0,High mountain stage
3001,Schär Michael,10,112,BMC Racing Team,0.0,Flat stage
3002,Schär Michael,11,100,BMC Racing Team,0.0,Flat stage
3003,Schär Michael,12,56,BMC Racing Team,0.0,High mountain stage
3004,Schär Michael,13,73,BMC Racing Team,0.0,High mountain stage
3005,Schär Michael,14,87,BMC Racing Team,0.0,Medium mountain stage
3006,Schär Michael,15,76,BMC Racing Team,0.0,Medium mountain stage
3007,Schär Michael,16,25,BMC Racing Team,0.0,Medium mountain stage
3008,Schär Michael,17,81,BMC Racing Team,0.0,High mountain stage
3009,Schär Michael,18,63,BMC Racing Team,0.0,High mountain stage
3010,Schär Michael,19,66,BMC Racing Team,0.0,Flat stage
3011,Schär Michael,20,61,BMC Racing Team,0.0,Individual time trial
3012,Schär Michael,21,130,BMC Racing Team,0.0,Flat stage
3013,Selig Rüdiger,1,166,BORA - hansgrohe,0.0,Individual time trial
3014,Selig Rüdiger,2,53,BORA - hansgrohe,0.0,Flat stage
3015,Selig Rüdiger,3,193,BORA - hansgrohe,0.0,Medium mountain stage
3016,Selig Rüdiger,4,90,BORA - hansgrohe,0.0,Flat stage
3017,Selig Rüdiger,5,188,BORA - hansgrohe,0.0,Medium mountain stage
3018,Selig Rüdiger,6,9,BORA - hansgrohe,14.0,Flat stage
3019,Selig Rüdiger,7,7,BORA - hansgrohe,22.0,Flat stage
3020,Selig Rüdiger,8,159,BORA - hansgrohe,0.0,Medium mountain stage
3021,Selig Rüdiger,9,142,BORA - hansgrohe,0.0,High mountain stage
3022,Selig Rüdiger,10,4,BORA - hansgrohe,40.0,Flat stage
3023,Selig Rüdiger,11,16,BORA - hansgrohe,0.0,Flat stage
3024,Selig Rüdiger,12,150,BORA - hansgrohe,0.0,High mountain stage
3025,Selig Rüdiger,13,152,BORA - hansgrohe,0.0,High mountain stage
3026,Selig Rüdiger,14,131,BORA - hansgrohe,0.0,Medium mountain stage
3027,Selig Rüdiger,15,160,BORA - hansgrohe,0.0,Medium mountain stage
3028,Selig Rüdiger,16,143,BORA - hansgrohe,0.0,Medium mountain stage
3029,Selig Rüdiger,17,95,BORA - hansgrohe,0.0,High mountain stage
3030,Selig Rüdiger,18,140,BORA - hansgrohe,0.0,High mountain stage
3031,Selig Rüdiger,19,59,BORA - hansgrohe,0.0,Flat stage
3032,Selig Rüdiger,20,111,BORA - hansgrohe,0.0,Individual time trial
3033,Selig Rüdiger,21,9,BORA - hansgrohe,14.0,Flat stage
3034,Sepúlveda Eduardo,1,105,Fortuneo - Oscaro,0.0,Individual time trial
3035,Sepúlveda Eduardo,2,92,Fortuneo - Oscaro,0.0,Flat stage
3036,Sepúlveda Eduardo,3,70,Fortuneo - Oscaro,0.0,Medium mountain stage
3037,Sepúlveda Eduardo,4,88,Fortuneo - Oscaro,0.0,Flat stage
3038,Sepúlveda Eduardo,5,38,Fortuneo - Oscaro,0.0,Medium mountain stage
3039,Sepúlveda Eduardo,6,67,Fortuneo - Oscaro,0.0,Flat stage
3040,Sepúlveda Eduardo,7,97,Fortuneo - Oscaro,0.0,Flat stage
3041,Sepúlveda Eduardo,8,32,Fortuneo - Oscaro,0.0,Medium mountain stage
3042,Sepúlveda Eduardo,9,98,Fortuneo - Oscaro,0.0,High mountain stage
3043,Sepúlveda Eduardo,10,179,Fortuneo - Oscaro,0.0,Flat stage
3044,Sepúlveda Eduardo,11,156,Fortuneo - Oscaro,0.0,Flat stage
3045,Sepúlveda Eduardo,12,118,Fortuneo - Oscaro,0.0,High mountain stage
3046,Sepúlveda Eduardo,13,107,Fortuneo - Oscaro,0.0,High mountain stage
3047,Sepúlveda Eduardo,14,147,Fortuneo - Oscaro,0.0,Medium mountain stage
3048,Sepúlveda Eduardo,15,98,Fortuneo - Oscaro,0.0,Medium mountain stage
3049,Sepúlveda Eduardo,16,113,Fortuneo - Oscaro,0.0,Medium mountain stage
3050,Sepúlveda Eduardo,17,106,Fortuneo - Oscaro,0.0,High mountain stage
3051,Sepúlveda Eduardo,18,35,Fortuneo - Oscaro,0.0,High mountain stage
3052,Sepúlveda Eduardo,19,114,Fortuneo - Oscaro,0.0,Flat stage
3053,Sepúlveda Eduardo,20,115,Fortuneo - Oscaro,0.0,Individual time trial
3054,Sepúlveda Eduardo,21,110,Fortuneo - Oscaro,0.0,Flat stage
3055,Sicard Romain,1,61,Direct Energie,0.0,Individual time trial
3056,Sicard Romain,2,139,Direct Energie,0.0,Flat stage
3057,Sicard Romain,3,188,Direct Energie,0.0,Medium mountain stage
3058,Sicard Romain,4,136,Direct Energie,0.0,Flat stage
3059,Sicard Romain,5,85,Direct Energie,0.0,Medium mountain stage
3060,Sicard Romain,6,184,Direct Energie,0.0,Flat stage
3061,Sicard Romain,7,172,Direct Energie,0.0,Flat stage
3062,Sicard Romain,8,136,Direct Energie,0.0,Medium mountain stage
3063,Sicard Romain,9,93,Direct Energie,0.0,High mountain stage
3064,Sicard Romain,10,167,Direct Energie,0.0,Flat stage
3065,Sicard Romain,11,136,Direct Energie,0.0,Flat stage
3066,Sicard Romain,12,59,Direct Energie,0.0,High mountain stage
3067,Sicard Romain,13,27,Direct Energie,0.0,High mountain stage
3068,Sicard Romain,14,163,Direct Energie,0.0,Medium mountain stage
3069,Sicard Romain,15,37,Direct Energie,0.0,Medium mountain stage
3070,Sicard Romain,16,98,Direct Energie,0.0,Medium mountain stage
3071,Sicard Romain,17,54,Direct Energie,0.0,High mountain stage
3072,Sicard Romain,18,51,Direct Energie,0.0,High mountain stage
3073,Sicard Romain,19,19,Direct Energie,0.0,Flat stage
3074,Sicard Romain,20,50,Direct Energie,0.0,Individual time trial
3075,Sicard Romain,21,159,Direct Energie,0.0,Flat stage
3076,Sieberg Marcel,1,111,Lotto Soudal,0.0,Individual time trial
3077,Sieberg Marcel,2,149,Lotto Soudal,0.0,Flat stage
3078,Sieberg Marcel,3,156,Lotto Soudal,0.0,Medium mountain stage
3079,Sieberg Marcel,4,14,Lotto Soudal,2.0,Flat stage
3080,Sieberg Marcel,5,178,Lotto Soudal,0.0,Medium mountain stage
3081,Sieberg Marcel,6,114,Lotto Soudal,0.0,Flat stage
3082,Sieberg Marcel,7,61,Lotto Soudal,0.0,Flat stage
3083,Sieberg Marcel,8,141,Lotto Soudal,0.0,Medium mountain stage
3084,Sieberg Marcel,9,149,Lotto Soudal,0.0,High mountain stage
3085,Sieberg Marcel,10,96,Lotto Soudal,0.0,Flat stage
3086,Sieberg Marcel,11,116,Lotto Soudal,0.0,Flat stage
3087,Sieberg Marcel,12,175,Lotto Soudal,0.0,High mountain stage
3088,Sieberg Marcel,13,163,Lotto Soudal,0.0,High mountain stage
3089,Sieberg Marcel,14,125,Lotto Soudal,0.0,Medium mountain stage
3090,Sieberg Marcel,15,131,Lotto Soudal,0.0,Medium mountain stage
3091,Sieberg Marcel,16,127,Lotto Soudal,0.0,Medium mountain stage
3092,Sieberg Marcel,17,DNS,Lotto Soudal,0.0,High mountain stage
3093,Simon Julien,1,153,"Cofidis, Solutions Crédits",0.0,Individual time trial
3094,Simon Julien,2,56,"Cofidis, Solutions Crédits",0.0,Flat stage
3095,Simon Julien,3,67,"Cofidis, Solutions Crédits",0.0,Medium mountain stage
3096,Simon Julien,4,27,"Cofidis, Solutions Crédits",0.0,Flat stage
3097,Simon Julien,5,124,"Cofidis, Solutions Crédits",0.0,Medium mountain stage
3098,Simon Julien,6,148,"Cofidis, Solutions Crédits",0.0,Flat stage
3099,Simon Julien,7,124,"Cofidis, Solutions Crédits",0.0,Flat stage
3100,Simon Julien,8,156,"Cofidis, Solutions Crédits",0.0,Medium mountain stage
3101,Simon Julien,9,85,"Cofidis, Solutions Crédits",0.0,High mountain stage
3102,Simon Julien,10,53,"Cofidis, Solutions Crédits",0.0,Flat stage
3103,Simon Julien,11,164,"Cofidis, Solutions Crédits",0.0,Flat stage
3104,Simon Julien,12,57,"Cofidis, Solutions Crédits",0.0,High mountain stage
3105,Simon Julien,13,132,"Cofidis, Solutions Crédits",0.0,High mountain stage
3106,Simon Julien,14,120,"Cofidis, Solutions Crédits",0.0,Medium mountain stage
3107,Simon Julien,15,153,"Cofidis, Solutions Crédits",0.0,Medium mountain stage
3108,Simon Julien,16,150,"Cofidis, Solutions Crédits",0.0,Medium mountain stage
3109,Simon Julien,17,114,"Cofidis, Solutions Crédits",0.0,High mountain stage
3110,Simon Julien,18,166,"Cofidis, Solutions Crédits",0.0,High mountain stage
3111,Simon Julien,19,14,"Cofidis, Solutions Crédits",2.0,Flat stage
3112,Simon Julien,20,75,"Cofidis, Solutions Crédits",0.0,Individual time trial
3113,Simon Julien,21,49,"Cofidis, Solutions Crédits",0.0,Flat stage
3114,Sinkeldam Ramon,1,118,Team Sunweb,0.0,Individual time trial
3115,Sinkeldam Ramon,2,101,Team Sunweb,0.0,Flat stage
3116,Sinkeldam Ramon,3,129,Team Sunweb,0.0,Medium mountain stage
3117,Sinkeldam Ramon,4,41,Team Sunweb,0.0,Flat stage
3118,Sinkeldam Ramon,5,157,Team Sunweb,0.0,Medium mountain stage
3119,Sinkeldam Ramon,6,146,Team Sunweb,0.0,Flat stage
3120,Sinkeldam Ramon,7,119,Team Sunweb,0.0,Flat stage
3121,Sinkeldam Ramon,8,174,Team Sunweb,0.0,Medium mountain stage
3122,Sinkeldam Ramon,9,168,Team Sunweb,0.0,High mountain stage
3123,Sinkeldam Ramon,10,78,Team Sunweb,0.0,Flat stage
3124,Sinkeldam Ramon,11,140,Team Sunweb,0.0,Flat stage
3125,Sinkeldam Ramon,12,151,Team Sunweb,0.0,High mountain stage
3126,Sinkeldam Ramon,13,158,Team Sunweb,0.0,High mountain stage
3127,Sinkeldam Ramon,14,123,Team Sunweb,0.0,Medium mountain stage
3128,Sinkeldam Ramon,15,138,Team Sunweb,0.0,Medium mountain stage
3129,Sinkeldam Ramon,16,77,Team Sunweb,0.0,Medium mountain stage
3130,Sinkeldam Ramon,17,147,Team Sunweb,0.0,High mountain stage
3131,Sinkeldam Ramon,18,117,Team Sunweb,0.0,High mountain stage
3132,Sinkeldam Ramon,19,71,Team Sunweb,0.0,Flat stage
3133,Sinkeldam Ramon,20,89,Team Sunweb,0.0,Individual time trial
3134,Sinkeldam Ramon,21,118,Team Sunweb,0.0,Flat stage
3135,Smith Dion,1,178,Wanty - Groupe Gobert,0.0,Individual time trial
3136,Smith Dion,2,17,Wanty - Groupe Gobert,0.0,Flat stage
3137,Smith Dion,3,78,Wanty - Groupe Gobert,0.0,Medium mountain stage
3138,Smith Dion,4,189,Wanty - Groupe Gobert,0.0,Flat stage
3139,Smith Dion,5,123,Wanty - Groupe Gobert,0.0,Medium mountain stage
3140,Smith Dion,6,11,Wanty - Groupe Gobert,8.0,Flat stage
3141,Smith Dion,7,107,Wanty - Groupe Gobert,0.0,Flat stage
3142,Smith Dion,8,137,Wanty - Groupe Gobert,0.0,Medium mountain stage
3143,Smith Dion,9,114,Wanty - Groupe Gobert,0.0,High mountain stage
3144,Smith Dion,10,20,Wanty - Groupe Gobert,0.0,Flat stage
3145,Smith Dion,11,14,Wanty - Groupe Gobert,2.0,Flat stage
3146,Smith Dion,12,149,Wanty - Groupe Gobert,0.0,High mountain stage
3147,Smith Dion,13,97,Wanty - Groupe Gobert,0.0,High mountain stage
3148,Smith Dion,14,53,Wanty - Groupe Gobert,0.0,Medium mountain stage
3149,Smith Dion,15,120,Wanty - Groupe Gobert,0.0,Medium mountain stage
3150,Smith Dion,16,159,Wanty - Groupe Gobert,0.0,Medium mountain stage
3151,Smith Dion,17,127,Wanty - Groupe Gobert,0.0,High mountain stage
3152,Smith Dion,18,92,Wanty - Groupe Gobert,0.0,High mountain stage
3153,Smith Dion,19,131,Wanty - Groupe Gobert,0.0,Flat stage
3154,Smith Dion,20,135,Wanty - Groupe Gobert,0.0,Individual time trial
3155,Smith Dion,21,124,Wanty - Groupe Gobert,0.0,Flat stage
3156,Swift Ben,1,103,UAE Team Emirates,0.0,Individual time trial
3157,Swift Ben,2,7,UAE Team Emirates,22.0,Flat stage
3158,Swift Ben,3,103,UAE Team Emirates,0.0,Medium mountain stage
3159,Swift Ben,4,107,UAE Team Emirates,0.0,Flat stage
3160,Swift Ben,5,172,UAE Team Emirates,0.0,Medium mountain stage
3161,Swift Ben,6,185,UAE Team Emirates,0.0,Flat stage
3162,Swift Ben,7,77,UAE Team Emirates,0.0,Flat stage
3163,Swift Ben,8,112,UAE Team Emirates,0.0,Medium mountain stage
3164,Swift Ben,9,145,UAE Team Emirates,0.0,High mountain stage
3165,Swift Ben,10,19,UAE Team Emirates,0.0,Flat stage
3166,Swift Ben,11,9,UAE Team Emirates,14.0,Flat stage
3167,Swift Ben,12,108,UAE Team Emirates,0.0,High mountain stage
3168,Swift Ben,13,131,UAE Team Emirates,0.0,High mountain stage
3169,Swift Ben,14,47,UAE Team Emirates,0.0,Medium mountain stage
3170,Swift Ben,15,72,UAE Team Emirates,0.0,Medium mountain stage
3171,Swift Ben,16,56,UAE Team Emirates,0.0,Medium mountain stage
3172,Swift Ben,17,66,UAE Team Emirates,0.0,High mountain stage
3173,Swift Ben,18,94,UAE Team Emirates,0.0,High mountain stage
3174,Swift Ben,19,12,UAE Team Emirates,6.0,Flat stage
3175,Swift Ben,20,154,UAE Team Emirates,0.0,Individual time trial
3176,Swift Ben,21,17,UAE Team Emirates,0.0,Flat stage
3177,Sénéchal Florian,1,146,"Cofidis, Solutions Crédits",0.0,Individual time trial
3178,Sénéchal Florian,2,75,"Cofidis, Solutions Crédits",0.0,Flat stage
3179,Sénéchal Florian,3,147,"Cofidis, Solutions Crédits",0.0,Medium mountain stage
3180,Sénéchal Florian,4,162,"Cofidis, Solutions Crédits",0.0,Flat stage
3181,Sénéchal Florian,5,155,"Cofidis, Solutions Crédits",0.0,Medium mountain stage
3182,Sénéchal Florian,6,165,"Cofidis, Solutions Crédits",0.0,Flat stage
3183,Sénéchal Florian,7,37,"Cofidis, Solutions Crédits",0.0,Flat stage
3184,Sénéchal Florian,8,173,"Cofidis, Solutions Crédits",0.0,Medium mountain stage
3185,Sénéchal Florian,9,148,"Cofidis, Solutions Crédits",0.0,High mountain stage
3186,Sénéchal Florian,10,137,"Cofidis, Solutions Crédits",0.0,Flat stage
3187,Sénéchal Florian,11,143,"Cofidis, Solutions Crédits",0.0,Flat stage
3188,Sénéchal Florian,12,158,"Cofidis, Solutions Crédits",0.0,High mountain stage
3189,Sénéchal Florian,13,175,"Cofidis, Solutions Crédits",0.0,High mountain stage
3190,Sénéchal Florian,14,152,"Cofidis, Solutions Crédits",0.0,Medium mountain stage
3191,Sénéchal Florian,15,107,"Cofidis, Solutions Crédits",0.0,Medium mountain stage
3192,Sénéchal Florian,16,157,"Cofidis, Solutions Crédits",0.0,Medium mountain stage
3193,Sénéchal Florian,17,121,"Cofidis, Solutions Crédits",0.0,High mountain stage
3194,Sénéchal Florian,18,136,"Cofidis, Solutions Crédits",0.0,High mountain stage
3195,Sénéchal Florian,19,121,"Cofidis, Solutions Crédits",0.0,Flat stage
3196,Sénéchal Florian,20,103,"Cofidis, Solutions Crédits",0.0,Individual time trial
3197,Sénéchal Florian,21,151,"Cofidis, Solutions Crédits",0.0,Flat stage
3198,Sütterlin Jasha,1,36,Movistar Team,0.0,Individual time trial
3199,Sütterlin Jasha,2,65,Movistar Team,0.0,Flat stage
3200,Sütterlin Jasha,3,191,Movistar Team,0.0,Medium mountain stage
3201,Sütterlin Jasha,4,62,Movistar Team,0.0,Flat stage
3202,Sütterlin Jasha,5,101,Movistar Team,0.0,Medium mountain stage
3203,Sütterlin Jasha,6,66,Movistar Team,0.0,Flat stage
3204,Sütterlin Jasha,7,36,Movistar Team,0.0,Flat stage
3205,Sütterlin Jasha,8,131,Movistar Team,0.0,Medium mountain stage
3206,Sütterlin Jasha,9,129,Movistar Team,0.0,High mountain stage
3207,Sütterlin Jasha,10,15,Movistar Team,1.0,Flat stage
3208,Sütterlin Jasha,11,62,Movistar Team,0.0,Flat stage
3209,Sütterlin Jasha,12,136,Movistar Team,0.0,High mountain stage
3210,Sütterlin Jasha,13,71,Movistar Team,0.0,High mountain stage
3211,Sütterlin Jasha,14,128,Movistar Team,0.0,Medium mountain stage
3212,Sütterlin Jasha,15,65,Movistar Team,0.0,Medium mountain stage
3213,Sütterlin Jasha,16,47,Movistar Team,0.0,Medium mountain stage
3214,Sütterlin Jasha,17,68,Movistar Team,0.0,High mountain stage
3215,Sütterlin Jasha,18,75,Movistar Team,0.0,High mountain stage
3216,Sütterlin Jasha,19,80,Movistar Team,0.0,Flat stage
3217,Sütterlin Jasha,20,12,Movistar Team,6.0,Individual time trial
3218,Sütterlin Jasha,21,39,Movistar Team,0.0,Flat stage
3219,Talansky Andrew,1,55,Cannondale-Drapac Pro Cycling Team,0.0,Individual time trial
3220,Talansky Andrew,2,61,Cannondale-Drapac Pro Cycling Team,0.0,Flat stage
3221,Talansky Andrew,3,48,Cannondale-Drapac Pro Cycling Team,0.0,Medium mountain stage
3222,Talansky Andrew,4,54,Cannondale-Drapac Pro Cycling Team,0.0,Flat stage
3223,Talansky Andrew,5,21,Cannondale-Drapac Pro Cycling Team,0.0,Medium mountain stage
3224,Talansky Andrew,6,47,Cannondale-Drapac Pro Cycling Team,0.0,Flat stage
3225,Talansky Andrew,7,60,Cannondale-Drapac Pro Cycling Team,0.0,Flat stage
3226,Talansky Andrew,8,36,Cannondale-Drapac Pro Cycling Team,0.0,Medium mountain stage
3227,Talansky Andrew,9,103,Cannondale-Drapac Pro Cycling Team,0.0,High mountain stage
